0.000000	10.13
6.666667	6.96
13.333333	9.75
20.000000	11.17
26.666667	10.91
33.333333	10.82
40.000000	10.75
46.666667	10.75
53.333333	10.66
60.000000	11.13
66.666667	11.30
73.333333	11.20
80.000000	11.13
86.666667	11.27
93.333333	11.05
100.000000	10.55
106.666667	9.95
113.333333	9.96
120.000000	9.76
126.666667	9.47
133.333333	10.16
140.000000	10.34
146.666667	10.45
153.333333	10.58
160.000000	10.84
166.666667	11.35
173.333333	11.28
180.000000	11.47
186.666667	11.61
193.333333	11.25
200.000000	10.92
206.666667	10.82
213.333333	10.65
220.000000	11.03
226.666667	10.33
233.333333	9.95
240.000000	9.86
246.666667	9.29
253.333333	9.12
260.000000	9.29
266.666667	9.55
273.333333	10.17
280.000000	11.91
286.666667	13.68
293.333333	13.85
300.000000	14.04
306.666667	13.98
313.333333	13.91
320.000000	13.82
326.666667	13.85
333.333333	14.04
340.000000	14.01
346.666667	13.71
353.333333	13.33
360.000000	13.39
366.666667	13.64
373.333333	13.75
380.000000	13.59
386.666667	13.64
393.333333	13.57
400.000000	13.48
406.666667	13.54
413.333333	13.42
420.000000	13.32
426.666667	13.13
433.333333	13.05
440.000000	13.13
446.666667	13.32
453.333333	13.31
460.000000	13.31
466.666667	13.24
473.333333	13.33
480.000000	13.41
486.666667	13.71
493.333333	13.86
500.000000	13.45
506.666667	13.12
513.333333	12.73
520.000000	12.57
526.666667	12.55
533.333333	12.54
540.000000	12.79
546.666667	13.13
553.333333	13.06
560.000000	13.17
566.666667	13.20
573.333333	13.20
580.000000	13.37
586.666667	13.56
593.333333	13.67
600.000000	13.74
606.666667	13.41
613.333333	13.20
620.000000	12.87
626.666667	12.62
633.333333	12.45
640.000000	12.34
646.666667	12.21
653.333333	12.08
660.000000	12.02
666.666667	12.02
673.333333	11.88
680.000000	11.78
686.666667	11.98
693.333333	12.08
700.000000	12.05
706.666667	11.95
713.333333	11.89
720.000000	11.85
726.666667	11.85
733.333333	11.87
740.000000	12.06
746.666667	12.12
753.333333	12.14
760.000000	12.20
766.666667	12.51
773.333333	12.27
780.000000	12.11
786.666667	11.98
793.333333	11.85
800.000000	11.66
806.666667	11.85
